base_section_id,title,status,md_tables,md_rows,db_chunks,db_tables,db_rows,coverage_pct,issue_types,details,chunk_ids
9-5-7,토지이용 현황도 제작,PASS,10,10,2,15,16,160.0,,,"C-0581, C-0536"
12-1-2,플랜트 계기 설치,PASS,3,64,3,5,103,160.9,,,"C-0933-A, C-0933-B, C-0933-C"
4-3-1,뿌리돌림,PASS,7,31,3,10,50,161.3,,,"C-0406, C-0172, C-1161"
10-2-2,플로어힌지 설치,PASS,5,13,2,8,21,161.5,,,"C-0904, C-0757"
5-2-4,다짐말뚝,INFO,8,13,2,12,21,161.5,COL_MISMATCH,"원본에만 있는 컬럼 수: {4} (MD: [2, 3, 4, 8], DB: [2, 3, 5, 6, 7, 8])","C-0194, C-0431"
5-2-2,고압분사 주입공법,PASS,18,40,8,23,65,162.5,,,"C-0192-A-a, C-0192-B, C-0192-A-b, C-0192-A-c, C-0192-A-d, C-0192-A-e, C-0429, C-0689"
1-4-3,작업지연,PASS,8,30,4,11,49,163.3,,,"C-0028, C-0021, C-0336, C-0641"
6-3-10,신축이음(Expansion Joint) 설치,INFO,4,11,1,4,18,163.6,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [3, 6], DB: [3])",C-0220
1-1-2,용접배관,PASS,2,25,5,7,41,164.0,,,"C-0004, C-0325, C-0626, C-0786, C-1041"
3-2-1,굴착(인력/토사),PASS,11,59,9,18,97,164.4,,,"C-0822-B, C-0822-A, C-0121, C-0389-C, C-0389-A, C-0389-B, C-0655, C-0822-C, C-1135"
2-2-2,블록 보강쌓기,INFO,4,17,4,5,28,164.7,COL_MISMATCH,"원본에만 있는 컬럼 수: {7} (MD: [6, 7], DB: [4, 5, 6])","C-0046, C-0379, C-0814, C-1101"
1-3-9,교량신축이음 교체,PASS,1,24,4,3,40,166.7,,,"C-1065-B, C-1065-C, C-1065-D, C-1065-A"
13-5-2,보일러 드럼 설치,PASS,7,63,8,16,105,166.7,,,"C-0968-B, C-0968-A, C-0968-C, C-0968-D, C-0968-H, C-0968-E, C-0968-F, C-0968-G"
1-3-8,교량받침 교체,INFO,4,37,6,9,62,167.6,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [5, 6, 12], DB: [3, 5, 10, 12])","C-1064-A, C-1064-F, C-1064-B, C-1064-E, C-1064-C, C-1064-D"
3-4-1,흙쌓기,PASS,13,31,4,20,52,167.7,,,"C-0134, C-0397, C-0828, C-1146"
4-1-4,마루널 설치,PASS,9,31,4,13,52,167.7,,,"C-1154-A, C-0166, C-1154-B, C-1154-C"
6-1-4,콘크리트 펌프차 타설,PASS,11,22,2,18,37,168.2,,,"C-0701, C-0205"
4-1-2,집수정 배수펌프 설치,PASS,4,36,2,7,61,169.4,,,"C-0832, C-1152"
1-6-1,폴리부틸렌(PB) 일반접합 및 배관,PASS,2,10,2,4,17,170.0,,,"C-0348, C-0805"
9-7-2,신규등록측량(수치),PASS,8,37,2,13,63,170.3,,,"C-0546, C-0591"
5-3-2,말뚝박기용 천공,PASS,22,71,6,37,121,170.4,,,"C-0845, C-0197-A, C-0197-B, C-0432, C-0675, C-0691"
6-6-7,프리캐스트 콘크리트 패널 설치,PASS,2,14,1,3,24,171.4,,,C-0233
9-13-1,지적재조사측량,PASS,4,42,6,11,72,171.4,,,"C-0564-A, C-0609-A, C-0564-B, C-0564-C, C-0609-B, C-0609-C"
1-1-1,비탈면 보강공,INFO,5,11,5,6,19,172.7,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [4, 5, 8], DB: [4, 5, 7])","C-0625, C-0003, C-0324, C-0785, C-1040"
1-5-2,고무링 캡조임 접합 및 배관(일반 PVC),PASS,2,22,3,4,38,172.7,,,"C-0034, C-0339, C-0802"
5-1-3,H-Beam 철거,PASS,17,48,6,24,83,172.9,,,"C-0426-A-a, C-0186-A, C-0186-B, C-0426-A-b, C-0426-B, C-0686"
6-3-3,유로폼 설치 및 해체,PASS,12,39,4,18,68,174.4,,,"C-0442-A, C-0214, C-0442-B, C-0442-C"
9-3-1,지형현황,PASS,16,67,13,32,117,174.6,,,"C-0520-E, C-0520-A, C-0520-I, C-0520-B, C-0520-C, C-0520-D, C-0520-F, C-0520-G, C-0520-H, C-0520-J, C-0520-K, C-0520-L, C-0894"
1-2-8,작업조 구성 및 적용,PASS,2,16,4,9,28,175.0,,,"C-0014-A, C-0014-B, C-1051-A, C-1051-B"
1-4-2,수밀밴드 접합 및 배관,PASS,2,16,4,4,28,175.0,,,"C-0020, C-0027, C-0335, C-0799"
2-1-15,차선도색,PASS,9,28,8,15,49,175.0,,,"C-1082-A-b, C-1082-A-a, C-1082-A-c, C-1082-B, C-1082-A-e, C-1082-A-d, C-1082-C, C-1082-D"
2-4-4,세로형 가설방음판 설치 및 해체,PASS,3,8,2,5,14,175.0,,,"C-0059, C-1119"
8-4-3,[20]운반 및 하역기계,PASS,3,69,6,8,121,175.4,,,"C-0305-D, C-0305-E, C-0305-A, C-0305-B, C-0305-C, C-0506"
2-12-4,파이프 루프공,PASS,6,35,3,11,62,177.1,,,"C-0117-C, C-0117-A, C-0117-B"
2-1-6,아스팔트 절삭 및 덧씌우기,PASS,2,22,2,4,39,177.3,,,"C-0811, C-1073"
1-6-2,표층 인력포설,PASS,3,9,2,6,16,177.8,,,"C-0806, C-0349"
2-4-1,강관 지주 설치 및 해체,INFO,3,9,2,7,16,177.8,COL_MISMATCH,"원본에만 있는 컬럼 수: {9, 6} (MD: [5, 6, 9], DB: [2, 3, 4, 5, 7])","C-0056, C-1117"
13-5-13,Boiler Feed Pump 설치,PASS,4,28,2,7,50,178.6,,,"C-0978-A, C-0978-B"
6-2-2,현장가공,PASS,7,29,3,15,52,179.3,,,"C-0437, C-0704, C-0851"
13-1-8,이중보온관 설치,INFO,5,59,8,12,106,179.7,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [3, 7, 8], DB: [3, 7])","C-0951-B, C-0951-A-b, C-0951-A-a, C-0951-C, C-0951-D, C-0951-E, C-0951-F, C-0951-G"
13-1-3,밸브 취부,PASS,2,16,6,7,29,181.2,,,"C-0946-A, C-0946-C, C-0946-F, C-0946-B, C-0946-D, C-0946-E"
9-6-1,지적삼각측량,PASS,4,40,6,11,73,182.5,,,"C-0541-C, C-0541-B, C-0541-A, C-0586-A, C-0586-B, C-0586-C"
1-2-7,운반,PASS,12,53,6,25,97,183.0,,,"C-0013-A, C-0013-B, C-0013-C, C-0013-D, C-0635, C-1050"
1-4-4,지세/지형,PASS,9,44,6,18,81,184.1,,,"C-0029-B, C-0029-A, C-0029-C, C-0029-D, C-0029-E, C-0642"
8-3-5,[40]콘크리트기계,PASS,15,45,7,28,83,184.4,,,"C-0296-A, C-0296-B, C-0296-C, C-0296-E, C-0296-D, C-0296-F, C-0879"
9-3-3,택지조성측량,PASS,8,78,7,15,144,184.6,,,"C-0522-D, C-0522-A, C-0522-B, C-0522-C, C-0522-E, C-0522-F, C-0522-G"
9-7-1,신규등록측량(도해),PASS,15,46,4,29,85,184.8,,,"C-0590-B, C-0545-A, C-0545-B, C-0590-A"
1-2-2,단위표준,PASS,15,98,10,32,182,185.7,,,"C-0008-D, C-0008-B, C-0008-C, C-0008-A, C-0327, C-0631, C-0791, C-1045-A, C-1045-B, C-1045-C"
13-1-4,Fitting 취부,PASS,2,23,6,7,43,187.0,,,"C-0947-A, C-0947-E, C-0947-F, C-0947-B, C-0947-C, C-0947-D"
9-3-4,구획정리 확정측량,PASS,18,95,22,39,180,189.5,,,"C-0523-E, C-0523-M, C-0523-A-a, C-0523-A-b, C-0523-A-c, C-0523-B, C-0523-C, C-0523-D, C-0523-F, C-0523-K, C-0523-L, C-0523-G, C-0523-H, C-0523-I, C-0523-J, C-0523-N, C-0523-S, C-0523-T, C-0523-Q, C-0523-R, C-0523-O, C-0523-P"
7-2-2,찰붙임,INFO,2,10,6,9,19,190.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {7} (MD: [7, 10], DB: [3, 4, 5, 6, 10])","C-0247-A, C-0247-B, C-0247-C, C-0475, C-0724, C-0859"
9-2-1,기본 수준측량,PASS,3,42,8,11,80,190.5,,,"C-0514-D, C-0514-C, C-0514-A-b, C-0514-B, C-0514-A-a, C-0514-F, C-0514-E, C-0746"
9-9-1,분할측량(도해),PASS,14,42,16,25,80,190.5,,,"C-0553-B, C-0598-A-e, C-0553-A-e, C-0553-A-f, C-0553-A-d, C-0553-A-a, C-0553-A-b, C-0553-A-c, C-0553-A-g, C-0598-A-a, C-0598-A-b, C-0598-A-c, C-0598-A-d, C-0598-A-g, C-0598-B, C-0598-A-f"
1-3-1,재료의 할증,PASS,27,202,11,57,385,190.6,,,"C-0024-C, C-0017-D, C-0017-A, C-0017-B, C-0017-C, C-0024-D, C-0024-A, C-0024-B, C-0330, C-0637, C-0793"
9-15-1,지적현황 측량(도해),PASS,16,50,8,30,96,192.0,,,"C-0569-C, C-0614-E, C-0569-A, C-0569-B, C-0614-A, C-0614-B, C-0614-C, C-0614-D"
8-2-24,진동파일 해머,PASS,21,52,13,41,100,192.3,,,"C-0282-A-c, C-0282-A-d, C-0282-A-g, C-0282-D, C-0282-A-a, C-0282-A-b, C-0282-A-e, C-0282-A-f, C-0282-C, C-0282-A-h, C-0282-A-i, C-0282-B, C-0282-E"
13-1-5,Flange 취부,PASS,5,62,20,24,120,193.5,,,"C-0948-Q, C-0948-R, C-0948-P, C-0948-T, C-0948-E, C-0948-F, C-0948-G, C-0948-H, C-0948-D, C-0948-I, C-0948-C, C-0948-J, C-0948-A, C-0948-B, C-0948-O, C-0948-K, C-0948-L, C-0948-M, C-0948-N, C-0948-S"
9-15-3,지적불부합지조사 측량(도해),PASS,10,40,12,20,78,195.0,,,"C-0571-a, C-0571-c, C-0571-d, C-0571-e, C-0571-f, C-0571-b, C-0616-A-b, C-0616-A-a, C-0616-A-c, C-0616-A-d, C-0616-A-e, C-0616-B"
13-1-2,관만곡(Pipe Bending) 설치,PASS,5,55,17,22,108,196.4,,,"C-0945-A, C-0945-H, C-0945-P, C-0945-F, C-0945-G, C-0945-B, C-0945-C, C-0945-D, C-0945-E, C-0945-I, C-0945-N, C-0945-O, C-0945-J, C-0945-K, C-0945-L, C-0945-M, C-0945-Q"
13-2-7,아세틸렌량의 환산,PASS,5,90,21,25,177,196.7,,,"C-0959-A-b, C-0959-D, C-0959-L, C-0959-G, C-0959-H, C-0959-K, C-0959-A-a, C-0959-B, C-0959-C, C-0959-E, C-0959-F, C-0959-I, C-0959-J, C-0959-M, C-0959-N, C-0959-O, C-0959-S, C-0959-P, C-0959-Q, C-0959-R, C-0959-T"
9-5-6,지도제작(기본도),PASS,34,45,31,64,89,197.8,,,"C-0535-A-b, C-0535-A-e, C-0535-A-d, C-0535-A-f, C-0580-A-b, C-0580-A-o, C-0580-A-m, C-0580-A-n, C-0535-A-a, C-0535-B, C-0535-A-k, C-0535-A-l, C-0535-A-m, C-0535-A-h, C-0535-A-i, C-0535-A-c, C-0535-A-g, C-0535-A-j, C-0535-A-n, C-0580-B, C-0580-A-a, C-0580-A-k, C-0580-A-l, C-0580-A-e, C-0580-A-f, C-0580-A-c, C-0580-A-d, C-0580-A-g, C-0580-A-h, C-0580-A-i, C-0580-A-j"
9-16-2,도시계획선명시 측량(수치),PASS,15,50,14,28,99,198.0,,,"C-0574-A-b, C-0574-A-c, C-0574-A-d, C-0574-A-e, C-0574-A-f, C-0574-B, C-0574-A-a, C-0619-A-a, C-0619-A-c, C-0619-A-d, C-0619-A-e, C-0619-A-f, C-0619-B, C-0619-A-b"
9-6-2,지적도근점측량,PASS,11,57,8,25,113,198.2,,,"C-0587-C, C-0542-B, C-0542-A, C-0542-C, C-0542-D, C-0587-A, C-0587-D, C-0587-B"
9-5-4,수치지도 작성,PASS,207,439,68,406,876,199.5,,,"C-0533-30, C-0533-34, C-0533-38, C-0533-48, C-0533-A-f, C-0533-P, C-0533-52, C-0533-Q, C-0533-45, C-0533-A-g, C-0533-N, C-0533-V, C-0533-X, C-0533-Y, C-0533-27, C-0533-35, C-0533-47, C-0533-54, C-0533-57, C-0533-26, C-0533-A-e, C-0533-R, C-0533-T, C-0533-40, C-0533-A-h, C-0533-28, C-0533-29, C-0533-31, C-0533-33, C-0533-32, C-0533-A-i, C-0533-36, C-0533-37, C-0533-39, C-0533-41, C-0533-42, C-0533-43, C-0533-44, C-0533-46, C-0533-A-j, C-0533-49, C-0533-50, C-0533-51, C-0533-53, C-0533-55, C-0533-O, C-0533-56, C-0533-58, C-0533-A-a, C-0533-A-b, C-0533-A-c, C-0533-A-d, C-0533-B, C-0533-C, C-0533-D, C-0533-E, C-0533-F, C-0533-G, C-0533-H, C-0533-I, C-0533-J, C-0533-K, C-0533-L, C-0533-M, C-0533-U, C-0533-W, C-0533-S, C-0533-Z"
1-6-3,가교화 폴리에틸렌관 접합 및 배관,INFO,2,4,2,2,8,200.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {5} (MD: [5], DB: [4, 7])","C-0350, C-0807"
4-1-3,초류종자 살포(기계살포),INFO,5,12,3,5,24,200.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {5, 6} (MD: [4, 5, 6], DB: [4, 8])","C-0661, C-0833, C-1153"
8-2-21,경운기,INFO,1,1,1,1,2,200.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {11} (MD: [11], DB: [8])",C-0279
8-2-29,펌프식 준설선,PASS,15,82,9,29,165,201.2,,,"C-0287-A-c, C-0287-A-d, C-0287-A-a, C-0287-A-b, C-0287-C, C-0287-D, C-0287-E, C-0287-A-e, C-0287-B"
9-3-2,하천측량,INFO,7,49,10,20,99,202.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {9} (MD: [6, 8, 9, 11, 12], DB: [3, 4, 5, 6, 7, 8, 10, 11, 12])","C-0521-G, C-0521-C, C-0521-D, C-0521-E, C-0895, C-0521-F, C-0521-A-a, C-0521-A-b, C-0521-B, C-0749"
8-3-6,[50]골재생산기계 등,PASS,30,110,22,61,227,206.4,,,"C-0297-H, C-0297-B, C-0297-J, C-0297-G, C-0297-A-a, C-0297-A-b, C-0297-C, C-0297-D, C-0297-E, C-0297-F, C-0297-I, C-0297-K, C-0297-L, C-0297-M, C-0297-N, C-0297-O, C-0297-P, C-0297-Q, C-0297-R, C-0297-S, C-0297-T, C-0880"
13-1-1,플랜트 배관 설치,PASS,16,220,18,35,456,207.3,,,"C-0944-A, C-0944-F, C-0944-L, C-0944-N, C-0944-I, C-0944-Q, C-0944-D, C-0944-B, C-0944-C, C-0944-E, C-0944-H, C-0944-G, C-0944-J, C-0944-K, C-0944-M, C-0944-O, C-0944-P, C-0944-R"
8-3-3,[20]운반 및 하역기계,PASS,18,68,14,37,141,207.4,,,"C-0294-A, C-0294-K, C-0294-H, C-0294-I, C-0294-B, C-0294-C, C-0294-G, C-0294-D, C-0294-E, C-0294-F, C-0294-J, C-0294-L, C-0294-M, C-0877"
8-2-30,그래브 준설선,PASS,15,69,6,29,144,208.7,,,"C-0288-A, C-0288-E, C-0288-C, C-0288-B, C-0288-F, C-0288-D"
1-2-9,소규모(작업물량 제한),PASS,6,34,7,12,71,208.8,,,"C-0015-A-b, C-0015-A-a, C-0015-A-c, C-0015-B, C-0022-A-a, C-0022-A-b, C-0022-B"
1-8-9,차선도색,PASS,15,33,9,29,69,209.1,,,"C-0365-A-a, C-0365-A-b, C-0365-B, C-0365-A-g, C-0365-A-c, C-0365-A-e, C-0365-A-f, C-0365-A-d, C-0365-A-h"
8-2-22,디젤 파일 해머,PASS,11,54,6,21,113,209.3,,,"C-0280-A-b, C-0280-A-c, C-0280-A-d, C-0280-B, C-0280-C, C-0280-A-a"
8-3-7,[60]기초공사용 기계,PASS,22,67,16,43,141,210.4,,,"C-0298-K, C-0298-I, C-0298-C, C-0298-D, C-0298-E, C-0298-F, C-0298-G, C-0298-H, C-0298-B, C-0298-A, C-0298-L, C-0298-M, C-0298-N, C-0298-O, C-0298-J, C-0881"
9-2-3,2급 수준측량,INFO,4,19,11,12,41,215.8,COL_MISMATCH,"원본에만 있는 컬럼 수: {18} (MD: [3, 4, 8, 18], DB: [3, 4, 5, 6, 8, 15])","C-0516-B, C-0516-A-a, C-0516-A-b, C-0516-A-c, C-0516-A-d, C-0516-C, C-0516-D, C-0516-E, C-0516-F, C-0747, C-0892"
13-8-2,폐열보일러 설치,PASS,1,29,3,8,63,217.2,,,"C-1017-A, C-1017-C, C-1017-B"
13-5-3,"덕트제작(Air, Gas)",PASS,1,11,2,3,24,218.2,,,"C-0969-A, C-0969-B"
2-1-1,벽돌 쌓기,INFO,2,7,4,3,16,228.6,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [6, 7], DB: [5, 7])","C-0043, C-0376, C-0644, C-1068"
8-2-20,기관차,PASS,3,3,1,3,7,233.3,,,C-0278
1-3-2,용접배관,PASS,2,21,4,5,50,238.1,,,"C-0018, C-0025, C-0331, C-0794"
8-5-10,[90]해상기계,PASS,3,33,2,3,79,239.4,,,"C-0322-A, C-0322-B"
2-1-34,가드레일 철거,INFO,3,12,1,6,29,241.7,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [2, 8], DB: [2, 5, 6, 7, 12])",C-1098
6-4-1,PSC빔 제작,PASS,8,26,10,18,64,246.2,,,"C-0222-A-a, C-0222-A-c, C-0222-A-d, C-0222-A-e, C-0222-A-f, C-0222-A-b, C-0222-A-g, C-0222-B, C-0445, C-0709"
3-1-1,일반마감 배관보온,INFO,1,14,8,10,35,250.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {14} (MD: [14], DB: [2, 4, 5, 6, 10])","C-0819-E, C-0819-A, C-0386, C-0654, C-0819-B, C-0819-C, C-0819-D, C-1130"
5-3-3,말뚝두부정리(강관),INFO,8,19,5,24,48,252.6,COL_MISMATCH,"원본에만 있는 컬럼 수: {9} (MD: [4, 5, 7, 8, 9], DB: [4, 5, 6, 7, 8])","C-0198-A, C-0198-B, C-0433, C-0676, C-0692"
6-6-2,교량받침 설치(수상),PASS,1,30,6,6,78,260.0,,,"C-0229-B, C-0229-D, C-0229-C, C-0229-A, C-0452, C-0716"
3-4-3,터널바닥 암반청소,INFO,1,6,3,7,16,266.7,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [6], DB: [4, 5, 7])","C-0136, C-0398, C-1148"
6-2-1,세대용 설치,INFO,3,9,3,8,26,288.9,COL_MISMATCH,"원본에만 있는 컬럼 수: {9} (MD: [5, 9], DB: [2, 3, 4, 5, 6])","C-0209, C-0436, C-0703"
8-3-10,[90]해상장비,PASS,9,81,15,43,235,290.1,,,"C-0301-A, C-0301-L, C-0301-B, C-0301-D, C-0301-F, C-0301-J, C-0301-C, C-0301-E, C-0301-G, C-0301-H, C-0301-I, C-0301-K, C-0301-M, C-0301-N, C-0301-O"
13-2-4,강판 전기아크용접,WARN,5,53,17,23,164,309.4,CROSS_TYPE;CROSS_TYPE,"chunk C-0956-O에 다른 헤더 유형 혼재: {'한면양면', 'V형_하횡입'} | chunk C-0956-D에 다른 헤더 유형 혼재: {'한면양면', 'V형_하횡입'}","C-0956-O, C-0956-A, C-0956-Q, C-0956-P, C-0956-K, C-0956-M, C-0956-N, C-0956-B, C-0956-H, C-0956-C, C-0956-F, C-0956-E, C-0956-G, C-0956-D, C-0956-I, C-0956-L, C-0956-J"
9-1-1,GNSS에 의한 기준점 측량,INFO,2,8,3,6,26,325.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {16} (MD: [5, 16], DB: [3, 4, 5, 13])","C-0508, C-0740, C-0889"
9-5-10,무인비행장치 측량,PASS,18,70,21,58,243,347.1,,,"C-0584-A-b, C-0584-H, C-0584-D, C-0539-A-a, C-0539-B, C-0539-C, C-0539-G, C-0539-A-b, C-0539-D, C-0539-E, C-0539-F, C-0539-H, C-0539-I, C-0539-J, C-0584-A-a, C-0584-B, C-0584-C, C-0584-G, C-0584-E, C-0584-F, C-0584-I"
10-3-1,지하식 설치,FAIL,5,12,0,0,0,0.0,SECTION_MISSING,원본 5개 테이블/12행이 DB에 없음,
13-8,쓰레기소각 기계설비,FAIL,3,17,0,0,0,0.0,SECTION_MISSING,원본 3개 테이블/17행이 DB에 없음,
7-3-1,루프드레인 설치,PASS,1,2,4,12,25,1250.0,,,"C-0249, C-0480, C-0729, C-0862"
